Date,IAV,IAV_nov,IAV_case,IAV_5,IAV_nov_5,IAV_0,IAV_nov_0
2023/1/22,,,61.14285714,,,,
2023/1/23,3.971925844,-4.58674636,61.14285714,3.924376262,-4.390775014,3.927011509,-4.400960114
2023/1/24,,,61.14285714,,,,
2023/1/25,3.932270008,-4.411631023,61.14285714,3.932270008,-4.411631023,3.921741014,-4.380589914
2023/1/26,,,61.14285714,,,,
2023/1/27,3.978111898,-4.347079128,61.14285714,3.934899257,-4.416966477,3.9480575,-4.453343041
2023/1/28,,,61.14285714,,,,
2023/1/29,,,43.14285714,,,,
2023/1/30,,,43.14285714,,,,
2023/1/31,,,43.14285714,,,,
2023/2/1,,,43.14285714,,,,
2023/2/2,,,43.14285714,,,,
2023/2/3,,,43.14285714,,,,
2023/2/4,,,43.14285714,,,,
2023/2/5,,,32.85714286,,,,
2023/2/6,,,32.85714286,,,,
2023/2/7,,,32.85714286,,,,
2023/2/8,,,32.85714286,,,,
2023/2/9,,,32.85714286,,,,
2023/2/10,,,32.85714286,,,,
2023/2/11,,,32.85714286,,,,
2023/2/12,,,28.28571429,,,,
2023/2/13,,,28.28571429,,,,
2023/2/14,,,28.28571429,,,,
2023/2/15,,,28.28571429,,,,
2023/2/16,,,28.28571429,,,,
2023/2/17,,,28.28571429,,,,
2023/2/18,,,28.28571429,,,,
2023/2/19,,,20.85714286,,,,
2023/2/20,,,20.85714286,,,,
2023/2/21,,,20.85714286,,,,
,,,20.85714286,,,,
,,,20.85714286,,,,
,,,20.85714286,,,,
,,,20.85714286,,,,
,,,13,,,,
,,,13,,,,
,,,13,,,,
,,,13,,,,
,,,13,,,,
,,,13,,,,
,,,13,,,,
,,,11.85714286,,,,
,,,11.85714286,,,,
,,,11.85714286,,,,
,,,11.85714286,,,,
,,,11.85714286,,,,
,,,11.85714286,,,,
,,,11.85714286,,,,
,,,10.28571429,,,,
,,,10.28571429,,,,
,,,10.28571429,,,,
,,,10.28571429,,,,
,,,10.28571429,,,,
,,,10.28571429,,,,
,,,10.28571429,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,9.142857143,,,,
,,,9.142857143,,,,
,,,9.142857143,,,,
,,,9.142857143,,,,
,,,9.142857143,,,,
,,,9.142857143,,,,
,,,9.142857143,,,,
,,,9.571428571,,,,
,,,9.571428571,,,,
,,,9.571428571,,,,
,,,9.571428571,,,,
,,,9.571428571,,,,
,,,9.571428571,,,,
,,,9.571428571,,,,
,,,7.285714286,,,,
,,,7.285714286,,,,
,,,7.285714286,,,,
,,,7.285714286,,,,
,,,7.285714286,,,,
,,,7.285714286,,,,
,,,7.285714286,,,,
,,,3,,,,
,,,3,,,,
,,,3,,,,
,,,3,,,,
,,,3,,,,
,,,3,,,,
,,,3,,,,
,,,5.571428571,,,,
,,,5.571428571,,,,
,,,5.571428571,,,,
,,,5.571428571,,,,
,,,5.571428571,,,,
,,,5.571428571,,,,
,,,5.571428571,,,,
,,,6.857142857,,,,
,,,6.857142857,,,,
,,,6.857142857,,,,
,,,6.857142857,,,,
,,,6.857142857,,,,
,,,6.857142857,,,,
,,,6.857142857,,,,
,,,4.285714286,,,,
,,,4.285714286,,,,
,,,4.285714286,,,,
,,,4.285714286,,,,
,,,4.285714286,,,,
,,,4.285714286,,,,
,,,4.285714286,,,,
,,,6.142857143,,,,
,,,6.142857143,,,,
,,,6.142857143,,,,
,,,6.142857143,,,,
,,,6.142857143,,,,
,,,6.142857143,,,,
,,,6.142857143,,,,
