Date,IAV,IAV_nov,IAV_case,IAV_5,IAV_nov_5,IAV_0,IAV_nov_0
2023/1/22,,,83.71428571,,,,
2023/1/23,,,51.71428571,,,,
2023/1/24,,,51.71428571,,,,
2023/1/25,4.207322428,-4.258572986,51.71428571,4.207322428,-4.258572986,4.641403994,-3.969653689
2023/1/26,4.215018022,-4.248442051,51.71428571,4.215018022,-4.248442051,3.607777634,-4.895604429
2023/1/27,4.202199624,-4.26357232,51.71428571,4.202850554,-4.259705043,4.35093781,-3.924548004
2023/1/28,,,51.71428571,,,,
2023/1/29,,,51.71428571,,,,
2023/1/30,,,30.14285714,,,,
2023/1/31,,,30.14285714,,,,
2023/2/1,3.211680119,-5.281183869,30.14285714,3.211680119,-5.281183869,3.181311851,-5.222961195
,,,30.14285714,,,,
,,,30.14285714,,,,
,,,30.14285714,,,,
,,,30.14285714,,,,
,,,33.57142857,,,,
,,,33.57142857,,,,
,,,33.57142857,,,,
,,,33.57142857,,,,
,,,33.57142857,,,,
,,,33.57142857,,,,
,,,33.57142857,,,,
,,,36.57142857,,,,
,,,36.57142857,,,,
,,,36.57142857,,,,
,,,36.57142857,,,,
,,,36.57142857,,,,
,,,36.57142857,,,,
,,,36.57142857,,,,
,,,22.14285714,,,,
,,,22.14285714,,,,
,,,22.14285714,,,,
,,,22.14285714,,,,
,,,22.14285714,,,,
,,,22.14285714,,,,
,,,22.14285714,,,,
,,,17.57142857,,,,
,,,17.57142857,,,,
,,,17.57142857,,,,
,,,17.57142857,,,,
,,,17.57142857,,,,
,,,17.57142857,,,,
,,,17.57142857,,,,
,,,14.85714286,,,,
,,,14.85714286,,,,
,,,14.85714286,,,,
,,,14.85714286,,,,
,,,14.85714286,,,,
,,,14.85714286,,,,
,,,14.85714286,,,,
,,,19.42857143,,,,
,,,19.42857143,,,,
,,,19.42857143,,,,
,,,19.42857143,,,,
,,,19.42857143,,,,
,,,19.42857143,,,,
,,,19.42857143,,,,
,,,18.42857143,,,,
,,,18.42857143,,,,
,,,18.42857143,,,,
,,,18.42857143,,,,
,,,18.42857143,,,,
,,,18.42857143,,,,
,,,18.42857143,,,,
,,,17.42857143,,,,
,,,17.42857143,,,,
,,,17.42857143,,,,
,,,17.42857143,,,,
,,,17.42857143,,,,
,,,17.42857143,,,,
,,,17.42857143,,,,
,,,21,,,,
,,,21,,,,
,,,21,,,,
,,,21,,,,
,,,21,,,,
,,,21,,,,
,,,21,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,9.428571429,,,,
,,,9.428571429,,,,
,,,9.428571429,,,,
,,,9.428571429,,,,
,,,9.428571429,,,,
,,,9.428571429,,,,
,,,9.428571429,,,,
,,,8.285714286,,,,
,,,8.285714286,,,,
,,,8.285714286,,,,
,,,8.285714286,,,,
,,,8.285714286,,,,
,,,8.285714286,,,,
,,,8.285714286,,,,
,,,7.428571429,,,,
,,,7.428571429,,,,
,,,7.428571429,,,,
,,,7.428571429,,,,
,,,7.428571429,,,,
,,,7.428571429,,,,
,,,7.428571429,,,,
,,,7,,,,
,,,7,,,,
,,,7,,,,
,,,7,,,,
,,,7,,,,
,,,7,,,,
,,,7,,,,
,,,11.14285714,,,,
,,,11.14285714,,,,
,,,11.14285714,,,,
,,,11.14285714,,,,
,,,11.14285714,,,,
,,,11.14285714,,,,
,,,11.14285714,,,,
