Date,IAV,IAV_nov,IAV_case,IAV_5,IAV_nov_5,IAV_0,IAV_nov_0
2022/12/7,4.885765034,-4.243301233,418.5714286,4.885765034,-4.243301233,4.81950812,-4.2639945
2022/12/8,,,418.5714286,,,,
2022/12/9,4.91053713,-4.225995644,418.5714286,4.936328736,-4.245027831,5.053149351,-4.226061162
2022/12/10,,,418.5714286,,,,
2022/12/11,,,468.7142857,,,,
2022/12/12,5.032538817,-4.09676952,468.7142857,5.02223355,-4.032123699,4.85895392,-4.187931271
2022/12/13,,,468.7142857,,,,
2022/12/14,5.160205567,-3.879889414,468.7142857,5.160205567,-3.879889414,5.18551318,-3.876316127
2022/12/15,,,468.7142857,,,,
2022/12/16,5.16065316,-3.810536374,468.7142857,5.310831391,-3.725868485,5.436149601,-3.575420842
2022/12/17,,,468.7142857,,,,
2022/12/18,,,514.8571429,,,,
2022/12/19,5.238277161,-3.725572788,514.8571429,5.13934094,-3.800648761,4.860296698,-3.979872152
2022/12/20,,,514.8571429,,,,
2022/12/21,5.136958257,-3.778277044,514.8571429,5.136958257,-3.778277044,5.363420513,-3.643579946
2022/12/22,,,514.8571429,,,,
2022/12/23,5.313627598,-3.649212609,514.8571429,5.313627598,-3.649212609,5.208870013,-3.676999848
2022/12/24,,,514.8571429,,,,
2022/12/25,,,343.4285714,,,,
2022/12/26,,,343.4285714,,,,
2022/12/27,5.05110462,-3.993950356,343.4285714,5.023916738,-4.057356056,5.100894773,-4.012045203
2022/12/28,5.037908199,-3.966904874,343.4285714,5.037908199,-3.966904874,4.931753768,-4.068657461
2022/12/29,,,343.4285714,,,,
2022/12/30,5.05110462,-3.993950356,343.4285714,5.026209544,-3.984902932,5.105480385,-3.867138954
2022/12/31,,,343.4285714,,,,
2023/1/1,,,174.4285714,,,,
2023/1/2,,,174.4285714,,,,
2023/1/3,4.749860849,-4.28080588,174.4285714,4.777110608,-4.332578295,4.796199356,-4.341471181
2023/1/4,4.775526366,-4.21711992,174.4285714,4.775526366,-4.21711992,4.739469758,-4.271335028
2023/1/5,,,174.4285714,,,,
2023/1/6,4.697346414,-4.338827118,174.4285714,4.726691595,-4.250473229,4.69536133,-4.177261049
2023/1/7,,,174.4285714,,,,
2023/1/8,,,73.14285714,,,,
2023/1/9,4.485796082,-4.366778236,73.14285714,4.402729813,-4.467633383,4.519550779,-4.449904642
2023/1/10,,,73.14285714,,,,
2023/1/11,4.366889407,-4.488454746,73.14285714,4.366889407,-4.488454746,4.285908847,-4.485362124
2023/1/12,,,73.14285714,,,,
2023/1/13,4.195346362,-4.702084883,73.14285714,4.263632847,-4.587500071,4.270269966,-4.612254572
2023/1/14,,,73.14285714,,,,
2023/1/15,,,36.14285714,,,,
2023/1/16,4.070133139,-4.809111355,36.14285714,3.958685269,-4.934421127,4.109445556,-4.847555742
2023/1/17,,,36.14285714,,,,
2023/1/18,3.845948561,-5.066277622,36.14285714,3.845948561,-5.066277622,3.807924982,-5.021286512
2023/1/19,,,36.14285714,,,,
2023/1/20,3.608604305,-5.374888901,36.14285714,3.576862187,-5.360421741,3.468810102,-5.531623976
2023/1/21,,,36.14285714,,,,
2023/1/22,,,20.28571429,,,,
2023/1/23,3.67909414,-5.309824351,20.28571429,3.745982051,-5.250342039,3.764978583,-5.304935229
2023/1/24,,,20.28571429,,,,
2023/1/25,3.768176569,-5.220535435,20.28571429,3.768176569,-5.220535435,3.726985518,-5.195748849
2023/1/26,,,20.28571429,,,,
2023/1/27,3.822718663,-5.189290783,20.28571429,3.765530006,-5.223271152,3.787279785,-5.212416102
2023/1/28,,,20.28571429,,,,
2023/1/29,,,18,,,,
2023/1/30,3.718416792,-5.262655137,18,3.69622363,-5.281655219,3.851433867,-5.171024666
2023/1/31,,,18,,,,
2023/2/1,3.664335444,-5.267151517,18,3.664335444,-5.267151517,3.541013393,-5.392285773
2023/2/2,,,18,,,,
2023/2/3,3.573487549,-5.23569859,18,3.536360724,-5.333921701,3.593938964,-5.22849066
2023/2/4,,,18,,,,
2023/2/5,,,14.42857143,,,,
2023/2/6,,,14.42857143,,,,
2023/2/7,,,14.42857143,,,,
2023/2/8,,,14.42857143,,,,
2023/2/9,,,14.42857143,,,,
2023/2/10,,,14.42857143,,,,
2023/2/11,,,14.42857143,,,,
2023/2/12,,,13.28571429,,,,
2023/2/13,,,13.28571429,,,,
2023/2/14,,,13.28571429,,,,
2023/2/15,,,13.28571429,,,,
2023/2/16,,,13.28571429,,,,
2023/2/17,,,13.28571429,,,,
2023/2/18,,,13.28571429,,,,
2023/2/19,,,13.71428571,,,,
2023/2/20,,,13.71428571,,,,
2023/2/21,,,13.71428571,,,,
2023/2/22,,,13.71428571,,,,
2023/2/23,,,13.71428571,,,,
2023/2/24,,,13.71428571,,,,
2023/2/25,,,13.71428571,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,12,,,,
,,,9.142857143,,,,
,,,9.142857143,,,,
,,,9.142857143,,,,
,,,9.142857143,,,,
,,,9.142857143,,,,
,,,9.142857143,,,,
,,,9.142857143,,,,
,,,5.714285714,,,,
,,,5.714285714,,,,
,,,5.714285714,,,,
,,,5.714285714,,,,
,,,5.714285714,,,,
,,,5.714285714,,,,
,,,5.714285714,,,,
,,,3.285714286,,,,
,,,3.285714286,,,,
,,,3.285714286,,,,
,,,3.285714286,,,,
,,,3.285714286,,,,
,,,3.285714286,,,,
,,,3.285714286,,,,
,,,1.714285714,,,,
,,,1.714285714,,,,
,,,1.714285714,,,,
,,,1.714285714,,,,
,,,1.714285714,,,,
,,,1.714285714,,,,
,,,1.714285714,,,,
,,,4,,,,
,,,4,,,,
,,,4,,,,
,,,4,,,,
,,,4,,,,
,,,4,,,,
,,,4,,,,
,,,4,,,,
,,,4,,,,
,,,4,,,,
,,,4,,,,
,,,4,,,,
,,,4,,,,
,,,4,,,,
,,,9.428571429,,,,
,,,9.428571429,,,,
,,,9.428571429,,,,
,,,9.428571429,,,,
,,,9.428571429,,,,
,,,9.428571429,,,,
,,,9.428571429,,,,
,,,8.285714286,,,,
,,,8.285714286,,,,
,,,8.285714286,,,,
,,,8.285714286,,,,
,,,8.285714286,,,,
,,,8.285714286,,,,
,,,8.285714286,,,,
,,,7.428571429,,,,
,,,7.428571429,,,,
,,,7.428571429,,,,
,,,7.428571429,,,,
,,,7.428571429,,,,
,,,7.428571429,,,,
,,,7.428571429,,,,
,,,7,,,,
,,,7,,,,
,,,7,,,,
,,,7,,,,
,,,7,,,,
,,,7,,,,
,,,7,,,,
,,,11.14285714,,,,
,,,11.14285714,,,,
,,,11.14285714,,,,
,,,11.14285714,,,,
,,,11.14285714,,,,
,,,11.14285714,,,,
,,,11.14285714,,,,
